ticket_id,account_id,created_at,priority,category,resolved_hours
T01129,A0321,2024-06-24,P2,billing,61.0
T01130,A0321,2024-04-25,P1,how_to,36.6
T01131,A0322,2024-06-04,P3,billing,
T01132,A0322,2024-04-11,P1,bug,44.6
T01133,A0322,2024-03-14,P1,outage,54.1
T01134,A0322,2024-05-17,P3,billing,41.4
T01135,A0322,2024-01-18,P3,how_to,35.8
T01136,A0322,2024-06-13,P1,outage,3.9
T01137,A0322,2024-05-17,P1,outage,39.2
T01138,A0322,2024-06-13,P2,billing,11.3
T01139,A0323,2024-05-21,P3,how_to,65.6
T01140,A0323,2024-01-10,P3,billing,14.0
T01141,A0323,2024-06-12,P3,outage,11.4
T01142,A0323,2024-06-11,P1,access,68.5
T01143,A0323,2024-05-06,P1,access,3.2
T01144,A0323,2024-05-05,P1,bug,16.3
T01145,A0324,2024-04-09,P2,outage,
T01146,A0325,2024-02-03,P2,how_to,7.3
T01147,A0325,2024-05-21,P1,bug,20.3
T01148,A0325,2024-03-02,P1,access,41.5
T01149,A0325,2024-05-25,P1,access,69.9
T01150,A0326,2024-06-20,P2,how_to,16.4
T01151,A0326,2024-05-01,P2,outage,7.7
T01152,A0326,2024-01-26,P2,billing,31.3
T01153,A0326,2024-04-19,P1,access,24.8
T01154,A0326,2024-05-12,P1,access,47.9
T01155,A0326,2024-06-05,P1,access,41.7
T01156,A0327,2024-04-15,P2,how_to,31.0
T01157,A0327,2024-02-06,P1,outage,
T01158,A0327,2024-02-11,P3,billing,60.2
T01159,A0327,2024-04-29,P1,access,48.1
T01160,A0327,2024-04-06,P3,bug,62.3
T01161,A0327,2024-06-16,P1,billing,29.4
T01162,A0327,2024-01-11,P1,how_to,49.4
T01163,A0327,2024-03-25,P3,outage,4.1
T01164,A0327,2024-03-22,P2,outage,46.2
T01165,A0328,2024-01-21,P2,access,59.6
T01166,A0328,2024-01-19,P2,bug,60.7
T01167,A0328,2024-04-26,P1,access,64.3
T01168,A0328,2024-02-23,P2,bug,66.6
T01169,A0328,2024-06-20,P2,outage,2.5
T01170,A0330,2024-06-11,P2,how_to,30.2
T01171,A0330,2024-02-24,P2,billing,7.5
T01172,A0331,2024-01-29,P3,access,4.5
T01173,A0332,2024-05-01,P1,billing,18.5
T01174,A0332,2024-05-11,P1,billing,66.9
T01175,A0332,2024-03-03,P2,outage,14.2
T01176,A0332,2024-06-10,P1,billing,20.8
T01177,A0332,2024-06-21,P2,billing,24.2
T01178,A0332,2024-03-14,P2,bug,53.2
T01179,A0332,2024-03-23,P2,billing,23.7
T01180,A0332,2024-03-30,P2,how_to,5.1
T01181,A0333,2024-03-03,P3,access,63.9
T01182,A0333,2024-02-25,P3,access,3.5
T01183,A0333,2024-05-06,P2,how_to,21.4
T01184,A0334,2024-06-04,P3,access,3.5
T01185,A0334,2024-06-02,P1,billing,61.8
T01186,A0334,2024-05-03,P1,bug,66.3
T01187,A0334,2024-06-19,P1,outage,20.9
T01188,A0334,2024-02-09,P2,access,
T01189,A0335,2024-04-26,P2,outage,10.0
T01190,A0335,2024-03-29,P2,outage,47.1
T01191,A0335,2024-05-19,P3,how_to,65.4
T01192,A0335,2024-01-10,P3,how_to,38.8
T01193,A0336,2024-04-02,P3,billing,52.4
T01194,A0336,2024-04-21,P2,billing,10.2
T01195,A0336,2024-01-30,P2,bug,25.6
T01196,A0336,2024-05-29,P2,billing,36.0
T01197,A0336,2024-04-10,P1,billing,62.3
T01198,A0336,2024-01-26,P3,outage,
T01199,A0336,2024-02-24,P3,billing,3.7
T01200,A0337,2024-02-14,P1,outage,30.0
T01201,A0337,2024-04-29,P1,bug,5.2
T01202,A0337,2024-05-17,P2,access,
T01203,A0337,2024-01-02,P2,how_to,35.3
T01204,A0337,2024-05-23,P1,outage,14.4
T01205,A0338,2024-06-04,P2,bug,16.7
T01206,A0338,2024-01-02,P2,billing,64.1
T01207,A0338,2024-03-07,P3,access,18.4
T01208,A0338,2024-02-16,P1,outage,67.4
T01209,A0338,2024-01-02,P3,access,
T01210,A0338,2024-05-14,P2,bug,31.3
T01211,A0339,2024-02-27,P1,access,10.4
T01212,A0339,2024-02-15,P1,outage,41.3
T01213,A0339,2024-05-13,P1,outage,
T01214,A0339,2024-02-14,P1,billing,29.2
T01215,A0339,2024-03-07,P2,how_to,33.2
T01216,A0340,2024-02-23,P3,how_to,71.4
T01217,A0340,2024-05-02,P2,billing,
T01218,A0340,2024-05-12,P2,outage,69.6
T01219,A0341,2024-06-16,P2,how_to,11.6
T01220,A0341,2024-05-01,P3,how_to,69.2
T01221,A0341,2024-03-20,P3,access,10.4
T01222,A0341,2024-04-16,P3,outage,67.1
T01223,A0342,2024-02-27,P2,billing,69.0
T01224,A0343,2024-02-01,P1,billing,57.3
T01225,A0343,2024-04-14,P1,billing,4.5
T01226,A0343,2024-02-21,P2,billing,26.3
T01227,A0344,2024-03-25,P1,bug,32.1
T01228,A0344,2024-04-30,P1,access,46.2
T01229,A0345,2024-05-30,P3,bug,50.2
T01230,A0345,2024-05-27,P2,bug,4.5
T01231,A0345,2024-05-14,P1,how_to,56.3
T01232,A0345,2024-01-08,P3,how_to,16.9
T01233,A0345,2024-04-11,P3,bug,26.9
T01234,A0345,2024-04-18,P1,bug,49.9
T01235,A0347,2024-03-04,P2,how_to,71.7
T01236,A0347,2024-03-30,P3,how_to,41.5
T01237,A0347,2024-01-03,P1,outage,11.5
T01238,A0347,2024-02-11,P3,how_to,45.2
T01239,A0347,2024-04-30,P2,outage,26.1
T01240,A0348,2024-05-01,P3,outage,65.7
T01241,A0348,2024-03-26,P3,access,62.6
T01242,A0348,2024-03-25,P3,bug,50.3
T01243,A0348,2024-06-21,P2,how_to,
T01244,A0348,2024-06-27,P2,access,70.2
T01245,A0348,2024-04-04,P3,access,55.7
T01246,A0348,2024-03-17,P1,access,6.8
T01247,A0348,2024-05-25,P2,how_to,44.0
T01248,A0348,2024-03-21,P1,billing,7.3
T01249,A0348,2024-03-28,P3,outage,25.1
T01250,A0349,2024-06-21,P3,bug,55.5
T01251,A0349,2024-02-09,P2,billing,20.0
T01252,A0349,2024-06-03,P3,bug,55.0
T01253,A0350,2024-02-27,P3,bug,1.7
T01254,A0350,2024-04-02,P2,bug,36.7
T01255,A0351,2024-06-16,P2,bug,62.5
T01256,A0351,2024-06-09,P3,billing,61.7
T01257,A0351,2024-04-08,P2,outage,15.5
T01258,A0351,2024-05-08,P1,how_to,10.7
T01259,A0351,2024-02-28,P2,billing,39.0
T01260,A0351,2024-04-07,P3,bug,20.8
T01261,A0352,2024-04-12,P3,billing,23.9
T01262,A0353,2024-06-17,P2,outage,44.1
T01263,A0354,2024-03-03,P1,access,56.7
T01264,A0354,2024-01-10,P3,billing,59.4
T01265,A0354,2024-03-12,P2,billing,47.3
T01266,A0354,2024-03-21,P2,how_to,7.7
T01267,A0355,2024-06-09,P1,outage,55.5
T01268,A0355,2024-06-03,P2,how_to,23.3
T01269,A0355,2024-04-15,P1,access,24.1
T01270,A0355,2024-03-24,P3,access,39.4
T01271,A0355,2024-03-08,P2,outage,11.3
T01272,A0356,2024-02-04,P1,how_to,40.9
T01273,A0356,2024-04-29,P2,access,26.3
T01274,A0356,2024-05-07,P1,bug,
T01275,A0357,2024-01-29,P2,billing,
T01276,A0357,2024-02-21,P3,access,28.1
T01277,A0357,2024-03-13,P2,billing,66.0
T01278,A0357,2024-02-03,P1,how_to,58.6
T01279,A0357,2024-03-03,P1,billing,48.6
T01280,A0360,2024-03-11,P3,billing,42.6
T01281,A0360,2024-05-24,P1,outage,36.1
T01282,A0360,2024-06-09,P2,how_to,30.6
T01283,A0360,2024-03-07,P3,bug,53.7
T01284,A0361,2024-01-08,P2,bug,70.4
T01285,A0362,2024-01-27,P3,how_to,7.0
T01286,A0363,2024-02-10,P3,outage,33.6
T01287,A0363,2024-01-08,P2,access,19.2
T01288,A0363,2024-01-21,P3,access,34.0
T01289,A0363,2024-02-19,P3,billing,20.7
T01290,A0364,2024-01-25,P2,outage,69.8
T01291,A0364,2024-01-24,P1,bug,64.2
T01292,A0364,2024-02-23,P1,billing,24.3
T01293,A0364,2024-04-02,P1,bug,65.8
T01294,A0364,2024-02-10,P2,billing,26.4
T01295,A0365,2024-05-20,P1,billing,33.1
T01296,A0365,2024-01-14,P1,access,8.2
T01297,A0365,2024-01-11,P3,access,25.4
T01298,A0366,2024-06-26,P3,bug,45.6
T01299,A0366,2024-02-29,P1,billing,69.6
T01300,A0366,2024-05-14,P1,billing,26.0
T01301,A0367,2024-04-29,P3,outage,5.7
T01302,A0368,2024-05-21,P3,bug,13.0
T01303,A0368,2024-06-03,P2,outage,28.4
T01304,A0368,2024-01-12,P3,outage,45.1
T01305,A0369,2024-06-25,P2,access,48.1
T01306,A0369,2024-03-12,P1,outage,39.1
T01307,A0369,2024-04-24,P3,billing,59.4
T01308,A0369,2024-01-15,P2,access,10.0
T01309,A0369,2024-01-13,P2,outage,28.6
T01310,A0369,2024-04-25,P2,bug,36.7
T01311,A0369,2024-03-26,P2,access,2.8
T01312,A0369,2024-03-07,P2,bug,48.8
T01313,A0369,2024-02-19,P2,bug,54.7
T01314,A0370,2024-04-08,P3,outage,22.0
T01315,A0370,2024-02-04,P3,billing,45.0
T01316,A0371,2024-01-11,P3,access,67.5
T01317,A0372,2024-04-10,P3,how_to,29.0
T01318,A0373,2024-04-12,P2,billing,68.9
T01319,A0375,2024-01-16,P1,access,
T01320,A0375,2024-05-19,P2,how_to,17.0
T01321,A0375,2024-06-15,P2,billing,18.2
T01322,A0375,2024-03-14,P3,how_to,
T01323,A0375,2024-04-03,P1,billing,52.0
T01324,A0375,2024-05-24,P2,access,4.5
T01325,A0375,2024-05-04,P2,billing,
T01326,A0376,2024-04-11,P1,billing,25.8
T01327,A0376,2024-05-26,P2,access,52.4
T01328,A0377,2024-01-21,P2,access,49.0
T01329,A0377,2024-03-16,P2,how_to,37.8
T01330,A0377,2024-06-18,P3,how_to,70.2
T01331,A0378,2024-04-17,P1,outage,21.3
T01332,A0378,2024-04-24,P3,access,39.5
T01333,A0379,2024-02-07,P2,how_to,23.2
T01334,A0379,2024-03-25,P2,outage,
T01335,A0379,2024-05-04,P3,how_to,15.7
T01336,A0379,2024-06-26,P1,access,43.0
T01337,A0380,2024-05-30,P1,access,71.6
T01338,A0380,2024-01-06,P2,access,10.0
T01339,A0380,2024-01-26,P3,bug,33.5
T01340,A0380,2024-05-09,P2,bug,64.7
T01341,A0380,2024-01-09,P3,bug,34.3
T01342,A0382,2024-03-22,P1,billing,43.7
T01343,A0383,2024-03-18,P3,billing,28.7
T01344,A0384,2024-01-29,P1,access,40.2
T01345,A0384,2024-01-09,P3,bug,8.0
T01346,A0384,2024-01-05,P3,outage,69.7
T01347,A0384,2024-06-16,P3,bug,26.5
T01348,A0384,2024-06-27,P1,outage,
T01349,A0384,2024-02-24,P1,billing,38.1
T01350,A0384,2024-01-31,P1,how_to,12.2
T01351,A0384,2024-02-02,P3,billing,29.2
T01352,A0384,2024-04-28,P3,how_to,54.4
T01353,A0384,2024-03-03,P1,billing,29.9
T01354,A0384,2024-02-25,P2,outage,8.4
T01355,A0385,2024-03-05,P3,access,17.8
T01356,A0386,2024-01-28,P1,access,41.1
T01357,A0387,2024-03-16,P3,billing,
T01358,A0387,2024-05-23,P1,billing,59.6
T01359,A0387,2024-02-06,P2,bug,24.2
T01360,A0387,2024-03-23,P2,how_to,14.1
T01361,A0387,2024-03-03,P2,access,20.3
T01362,A0388,2024-05-30,P1,bug,51.2
T01363,A0389,2024-02-21,P2,outage,21.8
T01364,A0389,2024-05-10,P3,bug,19.0
T01365,A0389,2024-05-06,P1,billing,70.6
T01366,A0390,2024-04-18,P2,bug,27.0
T01367,A0390,2024-06-07,P1,how_to,25.8
T01368,A0390,2024-04-08,P2,billing,65.5
T01369,A0390,2024-05-24,P3,how_to,64.4
T01370,A0390,2024-03-24,P3,bug,13.8
T01371,A0390,2024-05-17,P1,bug,16.5
T01372,A0391,2024-02-25,P3,outage,24.0
T01373,A0391,2024-06-12,P3,bug,26.5
T01374,A0391,2024-02-28,P3,billing,31.7
T01375,A0392,2024-04-18,P3,how_to,23.6
T01376,A0392,2024-02-06,P1,billing,71.5
T01377,A0392,2024-02-13,P2,access,45.6
T01378,A0392,2024-05-08,P3,how_to,43.9
T01379,A0392,2024-03-08,P1,access,64.3
T01380,A0392,2024-05-11,P2,outage,1.6
T01381,A0393,2024-05-28,P3,bug,70.7
T01382,A0393,2024-04-13,P3,how_to,53.2
T01383,A0394,2024-02-04,P1,access,22.7
T01384,A0394,2024-02-17,P1,access,69.5
T01385,A0394,2024-02-05,P1,outage,29.6
T01386,A0395,2024-01-09,P3,access,
T01387,A0395,2024-01-14,P3,outage,13.9
T01388,A0395,2024-03-04,P1,outage,63.8
T01389,A0395,2024-02-08,P2,access,34.3
T01390,A0395,2024-01-15,P3,bug,45.0
T01391,A0395,2024-03-06,P2,bug,42.6
T01392,A0395,2024-05-07,P1,access,42.5
T01393,A0396,2024-03-03,P3,how_to,43.3
T01394,A0396,2024-03-02,P2,bug,4.2
T01395,A0396,2024-01-16,P3,how_to,26.0
T01396,A0396,2024-02-18,P3,access,29.3
T01397,A0397,2024-05-20,P1,bug,39.4
T01398,A0397,2024-03-31,P1,billing,69.7
T01399,A0397,2024-03-02,P2,how_to,22.8
T01400,A0397,2024-06-28,P1,outage,34.6
T01401,A0397,2024-03-22,P2,outage,71.4
T01402,A0397,2024-05-25,P2,bug,47.3
T01403,A0397,2024-04-16,P1,outage,3.6
T01404,A0397,2024-04-07,P2,access,44.2
T01405,A0397,2024-02-01,P1,outage,61.0
T01406,A0397,2024-02-06,P2,access,20.9
T01407,A0398,2024-04-17,P3,access,35.6
T01408,A0398,2024-02-01,P2,bug,17.2
T01409,A0398,2024-02-06,P3,access,48.4
T01410,A0399,2024-06-22,P3,billing,23.3
T01411,A0400,2024-02-08,P2,bug,17.2
T01412,A0400,2024-02-05,P3,billing,30.2
T01413,A0400,2024-03-26,P2,outage,7.9
T01414,A0401,2024-01-20,P1,access,37.0
T01415,A9999,2024-01-11,P3,outage,38.2
T01416,A0402,2024-01-29,P2,access,64.0
T01417,A0402,2024-02-12,P1,outage,61.6
T01418,A0402,2024-02-03,P3,bug,62.2
T01419,A0404,2024-03-04,P2,billing,26.5
T01420,A0405,2024-05-15,P2,access,16.9
T01421,A0405,2024-04-11,P3,outage,36.9
T01422,A0405,2024-03-16,P3,outage,15.7
T01423,A0406,2024-02-03,P2,access,42.0
T01424,A0407,2024-04-24,P1,bug,51.5
T01425,A0407,2024-04-18,P1,billing,7.8
T01426,A0407,2024-03-08,P2,access,24.2
T01427,A0407,2024-05-27,P2,access,19.0
T01428,A0407,2024-01-14,P2,bug,24.9
T01429,A0407,2024-05-31,P1,how_to,48.6
T01430,A0407,2024-03-09,P1,billing,53.3
T01431,A0407,2024-03-25,P3,billing,
T01432,A0407,2024-05-08,P2,billing,51.3
T01433,A0407,2024-03-21,P1,access,14.0
T01434,A0407,2024-02-29,P1,bug,18.6
T01435,A0407,2024-03-30,P2,access,25.8
T01436,A0408,2024-05-30,P1,how_to,16.0
T01437,A0408,2024-03-05,P1,outage,40.1
T01438,A0408,2024-04-18,P3,outage,66.8
T01439,A0408,2024-06-08,P1,access,14.3
T01440,A0409,2024-06-27,P1,access,57.9
T01441,A0409,2024-05-28,P1,access,51.1
T01442,A0409,2024-01-08,P1,access,32.9
T01443,A0409,2024-03-08,P2,bug,33.8
T01444,A0409,2024-02-08,P2,outage,12.0
T01445,A0410,2024-04-08,P2,how_to,58.9
T01446,A0411,2024-01-26,P1,bug,49.7
T01447,A0411,2024-01-27,P1,how_to,4.5
T01448,A0411,2024-04-01,P3,access,43.4
T01449,A0411,2024-02-13,P1,access,40.8
T01450,A0411,2024-03-29,P1,access,3.7
T01451,A0411,2024-02-20,P3,bug,68.6
T01452,A0411,2024-04-16,P2,how_to,18.6
T01453,A0411,2024-04-30,P3,bug,
T01454,A0411,2024-05-01,P2,outage,65.2
T01455,A0413,2024-01-18,P3,how_to,44.6
T01456,A0413,2024-04-19,P3,billing,16.2
T01457,A0413,2024-04-14,P2,access,3.4
T01458,A0414,2024-03-25,P3,access,27.9
T01459,A0414,2024-03-15,P2,billing,54.6
T01460,A0415,2024-04-14,P2,bug,70.6
T01461,A0415,2024-03-21,P3,access,63.5
T01462,A0415,2024-03-14,P3,how_to,3.8
T01463,A0416,2024-03-02,P1,billing,3.7
T01464,A0416,2024-06-17,P2,how_to,59.0
T01465,A0416,2024-03-05,P3,billing,26.2
T01466,A0416,2024-05-04,P2,outage,59.4
T01467,A0417,2024-02-10,P2,bug,42.6
T01468,A0417,2024-01-10,P2,how_to,35.9
T01469,A0417,2024-06-20,P1,access,37.5
T01470,A0417,2024-05-05,P1,access,53.9
T01471,A0417,2024-03-21,P1,bug,48.0
T01472,A0417,2024-04-17,P2,billing,15.4
T01473,A0417,2024-04-25,P1,how_to,70.3
T01474,A0417,2024-02-02,P3,billing,70.2
T01475,A0417,2024-03-02,P1,how_to,5.1
T01476,A0418,2024-06-06,P2,access,10.5
T01477,A0418,2024-03-06,P2,billing,21.2
T01478,A0418,2024-05-08,P3,outage,37.2
T01479,A0418,2024-04-30,P1,how_to,56.5
T01480,A0419,2024-06-05,P3,access,56.2
T01481,A0419,2024-05-12,P2,access,29.6
T01482,A0419,2024-03-18,P1,bug,62.0
T01483,A0419,2024-03-13,P3,bug,39.5
T01484,A0419,2024-01-10,P3,how_to,53.6
T01485,A0419,2024-03-13,P2,outage,
T01486,A0419,2024-04-02,P1,bug,62.4
T01487,A0420,2024-01-28,P3,access,5.8
T01488,A0420,2024-03-03,P3,bug,42.7
T01489,A0420,2024-03-27,P2,access,30.6
T01490,A0421,2024-05-21,P3,billing,56.8
T01491,A0422,2024-02-16,P1,how_to,59.0
T01492,A0422,2024-03-17,P1,outage,
T01493,A0422,2024-06-22,P2,how_to,55.8
T01494,A0422,2024-05-25,P2,outage,47.0
T01495,A0422,2024-06-15,P3,billing,50.4
T01496,A0423,2024-03-05,P3,access,
T01497,A0423,2024-04-16,P3,outage,1.5
T01498,A0424,2024-05-12,P1,how_to,60.7
T01499,A0424,2024-04-25,P2,outage,7.7
T01500,A0424,2024-03-02,P1,how_to,44.0
T01501,A0424,2024-02-29,P1,bug,56.8
T01502,A0424,2024-03-12,P2,outage,41.7
T01503,A0424,2024-03-06,P2,outage,48.6
T01504,A0424,2024-01-28,P2,how_to,38.7
T01505,A0424,2024-06-02,P3,outage,40.7
T01506,A0425,2024-05-03,P1,how_to,57.0
T01507,A0425,2024-05-01,P3,access,69.9
T01508,A0425,2024-04-19,P3,billing,16.7
T01509,A0426,2024-05-13,P1,bug,22.7
T01510,A0426,2024-06-24,P3,access,15.2
T01511,A0426,2024-01-03,P3,billing,24.2
T01512,A0426,2024-03-27,P3,bug,66.2
T01513,A0427,2024-04-23,P1,bug,19.5
T01514,A0427,2024-06-13,P3,outage,
T01515,A0428,2024-03-02,P3,billing,31.0
T01516,A0429,2024-05-19,P2,billing,11.4
T01517,A0429,2024-02-07,P2,how_to,38.2
T01518,A0430,2024-06-12,P1,bug,15.0
T01519,A0430,2024-05-12,P1,bug,64.2
T01520,A0430,2024-03-12,P2,billing,12.6
T01521,A0430,2024-05-20,P3,how_to,23.6
T01522,A0430,2024-02-02,P2,billing,67.4
T01523,A0431,2024-05-29,P3,access,5.4
T01524,A0432,2024-05-08,P1,access,67.9
T01525,A0432,2024-02-12,P2,how_to,31.3
T01526,A0432,2024-03-17,P3,bug,39.8
T01527,A0432,2024-03-21,P2,outage,68.1
T01528,A0432,2024-04-26,P3,billing,62.9
T01529,A0434,2024-02-13,P1,outage,20.5
T01530,A0434,2024-03-07,P2,billing,6.9
T01531,A0434,2024-05-22,P2,billing,1.1
T01532,A0434,2024-04-30,P1,billing,61.6
T01533,A0435,2024-06-16,P2,how_to,
T01534,A0435,2024-05-28,P1,billing,38.2
T01535,A0435,2024-01-26,P1,outage,
T01536,A0435,2024-04-04,P1,access,50.7
T01537,A0436,2024-05-21,P3,access,29.3
T01538,A0436,2024-06-23,P2,how_to,54.4
T01539,A0436,2024-01-21,P1,access,11.4
T01540,A0436,2024-02-13,P2,how_to,48.9
T01541,A0436,2024-05-29,P1,access,21.9
T01542,A0436,2024-01-12,P1,bug,28.4
T01543,A0436,2024-04-04,P1,access,19.2
T01544,A0436,2024-04-15,P2,bug,50.1
T01545,A0437,2024-04-05,P3,access,43.9
T01546,A0437,2024-06-01,P3,billing,55.8
T01547,A0437,2024-06-16,P1,access,
T01548,A0437,2024-04-19,P2,how_to,57.7
T01549,A0437,2024-05-03,P2,how_to,13.3
T01550,A0437,2024-03-22,P1,how_to,38.8
T01551,A0437,2024-03-27,P2,billing,62.9
T01552,A0438,2024-01-04,P3,how_to,7.2
T01553,A0438,2024-03-17,P2,billing,23.2
T01554,A0438,2024-01-14,P2,billing,36.5
T01555,A0438,2024-05-03,P1,access,57.8
T01556,A0438,2024-03-12,P1,billing,45.9
T01557,A0438,2024-03-24,P3,billing,47.7
T01558,A0439,2024-06-16,P3,how_to,33.8
T01559,A0439,2024-06-14,P1,outage,5.5
T01560,A0439,2024-01-13,P3,how_to,39.8
T01561,A0439,2024-02-26,P2,access,66.3
T01562,A0439,2024-03-02,P1,outage,12.6
T01563,A0439,2024-02-11,P3,access,6.0
T01564,A0439,2024-04-08,P3,billing,8.6
T01565,A0440,2024-03-16,P1,access,19.5
T01566,A0440,2024-05-17,P3,how_to,21.7
T01567,A0441,2024-04-26,P3,access,27.3
T01568,A0441,2024-04-25,P3,bug,42.7
T01569,A0442,2024-06-12,P1,how_to,1.2
T01570,A0442,2024-01-09,P3,bug,41.3
T01571,A0442,2024-01-26,P3,how_to,
T01572,A0442,2024-01-07,P3,billing,71.9
T01573,A0443,2024-03-06,P2,access,43.2
T01574,A0443,2024-02-25,P1,how_to,48.0
T01575,A0443,2024-05-08,P2,bug,48.8
T01576,A0443,2024-04-16,P3,bug,37.3
T01577,A0443,2024-06-06,P3,access,4.4
T01578,A0443,2024-05-24,P2,how_to,22.7
T01579,A0444,2024-03-31,P3,outage,
T01580,A0444,2024-03-01,P2,access,44.6
T01581,A0444,2024-05-27,P2,access,12.5
T01582,A0445,2024-01-08,P2,outage,
T01583,A0445,2024-01-28,P2,how_to,59.8
T01584,A0445,2024-03-30,P1,how_to,28.7
T01585,A0446,2024-01-14,P3,access,5.0
T01586,A0447,2024-03-20,P3,billing,23.3
T01587,A0447,2024-04-19,P3,bug,7.5
T01588,A0447,2024-06-06,P1,bug,38.0
T01589,A0448,2024-01-24,P1,outage,
T01590,A0448,2024-03-09,P3,how_to,
T01591,A0448,2024-03-18,P2,bug,40.5
T01592,A0448,2024-01-03,P3,how_to,24.3
T01593,A0449,2024-03-22,P1,access,44.4
T01594,A0451,2024-04-23,P3,access,16.0
T01595,A0451,2024-03-21,P1,outage,47.9
T01596,A0451,2024-05-24,P3,bug,41.6
T01597,A0451,2024-02-24,P2,outage,50.8
T01598,A0451,2024-03-06,P1,how_to,48.2
T01599,A0451,2024-05-21,P3,billing,45.4
T01600,A0452,2024-03-09,P1,outage,1.6
T01601,A0452,2024-01-29,P1,bug,62.8
T01602,A0452,2024-04-16,P3,access,69.2
T01603,A0452,2024-01-06,P3,outage,53.4
T01604,A0452,2024-05-24,P2,how_to,45.9
T01605,A0452,2024-04-29,P2,billing,68.5
T01606,A0452,2024-04-23,P2,outage,67.5
T01607,A0453,2024-01-22,P2,how_to,24.5
T01608,A0453,2024-05-06,P2,bug,27.4
T01609,A0453,2024-05-18,P1,billing,26.8
T01610,A0453,2024-02-09,P1,how_to,55.9
T01611,A0454,2024-06-05,P3,outage,1.9
T01612,A0454,2024-05-30,P2,bug,28.7
T01613,A0454,2024-04-16,P1,outage,25.7
T01614,A0454,2024-06-18,P1,billing,43.0
T01615,A0454,2024-01-07,P1,billing,68.9
T01616,A0455,2024-01-07,P2,bug,40.2
T01617,A0455,2024-01-22,P3,billing,36.7
T01618,A0455,2024-01-08,P2,access,52.9
T01619,A0456,2024-05-03,P1,how_to,24.8
T01620,A0456,2024-01-05,P1,how_to,
T01621,A0456,2024-02-24,P3,outage,15.7
T01622,A0457,2024-02-23,P3,access,48.4
T01623,A0457,2024-02-04,P3,access,43.5
T01624,A0458,2024-01-18,P1,access,9.9
T01625,A0458,2024-02-24,P1,how_to,70.2
T01626,A0458,2024-02-12,P3,outage,
T01627,A0458,2024-06-18,P1,access,15.1
T01628,A0458,2024-01-14,P2,outage,14.9
T01629,A0459,2024-02-11,P3,how_to,6.9
T01630,A0459,2024-05-14,P1,how_to,32.5
T01631,A0459,2024-04-18,P1,access,11.7
T01632,A0459,2024-06-12,P2,bug,57.3
T01633,A0459,2024-06-14,P1,billing,
T01634,A0459,2024-04-11,P3,billing,18.1
T01635,A0460,2024-03-21,P3,billing,45.9
T01636,A0461,2024-02-27,P1,bug,19.7
T01637,A0462,2024-06-18,P1,billing,15.0
T01638,A0462,2024-01-23,P2,billing,13.0
T01639,A0462,2024-01-11,P2,billing,12.6
T01640,A0462,2024-04-24,P1,access,49.0
T01641,A0462,2024-02-08,P1,bug,35.2
T01642,A0463,2024-01-11,P3,outage,65.7
T01643,A0463,2024-03-21,P1,access,21.0
T01644,A0463,2024-04-04,P1,billing,46.7
T01645,A0463,2024-06-22,P2,outage,55.4
T01646,A0463,2024-03-16,P1,how_to,50.4
T01647,A0463,2024-05-23,P2,billing,62.3
T01648,A0463,2024-06-20,P1,bug,50.4
T01649,A0463,2024-04-26,P2,bug,58.9
T01650,A0463,2024-03-18,P2,billing,13.2
T01651,A0464,2024-03-25,P3,how_to,19.5
T01652,A0464,2024-01-11,P1,bug,5.3
T01653,A0464,2024-06-12,P2,how_to,24.0
T01654,A0465,2024-01-30,P2,how_to,13.7
T01655,A0466,2024-06-06,P1,bug,11.3
T01656,A0466,2024-06-19,P3,access,25.0
T01657,A0467,2024-01-06,P1,access,65.1
T01658,A0467,2024-04-28,P1,how_to,16.7
T01659,A0467,2024-02-02,P2,outage,68.0
T01660,A0467,2024-01-05,P1,billing,50.3
T01661,A0467,2024-03-24,P1,access,54.1
T01662,A0467,2024-03-17,P2,billing,
T01663,A0467,2024-06-11,P2,bug,40.6
T01664,A0467,2024-05-13,P2,access,
T01665,A0467,2024-02-14,P2,bug,2.7
T01666,A0468,2024-05-06,P2,outage,21.5
T01667,A0468,2024-01-05,P3,bug,17.0
T01668,A0468,2024-05-26,P3,bug,23.9
T01669,A0468,2024-03-30,P3,billing,
T01670,A0468,2024-03-28,P2,billing,34.1
T01671,A0469,2024-01-28,P1,outage,40.6
T01672,A0469,2024-04-15,P1,access,3.3
T01673,A0469,2024-02-12,P2,how_to,41.9
T01674,A0469,2024-04-11,P3,access,38.3
T01675,A0469,2024-04-26,P1,billing,47.9
T01676,A0470,2024-01-05,P3,bug,46.9
T01677,A0470,2024-01-30,P1,outage,
T01678,A0470,2024-05-27,P1,how_to,25.3
T01679,A0470,2024-06-28,P2,billing,66.4
T01680,A0470,2024-05-30,P3,how_to,56.4
T01681,A0470,2024-05-14,P3,how_to,56.7
T01682,A0471,2024-03-31,P2,access,
T01683,A0471,2024-05-25,P1,how_to,25.3
T01684,A0471,2024-04-14,P1,how_to,47.1
T01685,A0471,2024-05-03,P1,billing,2.2
T01686,A0471,2024-03-16,P1,bug,68.0
T01687,A0471,2024-03-12,P1,outage,20.2
T01688,A0471,2024-03-04,P3,how_to,64.5
T01689,A0472,2024-05-23,P1,how_to,49.8
T01690,A0472,2024-03-06,P2,how_to,17.3
T01691,A0472,2024-06-28,P1,bug,47.5
T01692,A0472,2024-05-06,P2,bug,61.2
