account_id,month,active_users,events,feature_adoption_score
A0596,2024-04,232,2147,0.288
A0596,2024-05,205,3091,0.711
A0596,2024-06,177,4124,0.474
A0597,2024-01,199,2982,0.565
A0597,2024-02,204,3152,0.83
A0597,2024-03,213,3325,0.487
A0597,2024-04,188,1693,0.547
A0597,2024-05,207,1797,0.503
A0597,2024-06,218,3560,0.677
A0598,2024-01,216,2875,0.301
A0598,2024-02,197,2766,0.371
A0598,2024-03,213,4904,0.527
A0598,2024-04,208,1882,0.555
A0598,2024-05,204,2498,0.494
A0598,2024-06,212,1934,0.621
A0599,2024-01,244,3117,0.289
A0599,2024-02,229,5647,0.204
A0599,2024-03,221,5250,0.525
A0599,2024-04,223,5301,0.22
A0599,2024-05,189,4677,0.231
A0599,2024-06,167,1655,0.366
A0600,2024-01,178,1940,0.738
A0600,2024-02,143,2364,0.483
A0600,2024-03,135,1568,0.615
A0600,2024-04,168,4050,0.784
A0600,2024-05,154,1297,0.488
A0600,2024-06,174,3924,0.664
A0601,2024-01,133,2622,0.391
A0601,2024-02,149,2528,0.603
A0601,2024-03,146,3382,0.793
A0601,2024-04,139,1998,0.383
A0601,2024-05,164,3635,0.556
A0601,2024-06,142,2243,0.561
A0602,2024-01,240,3762,0.258
A0602,2024-02,214,3038,0.102
A0602,2024-03,184,4094,0.298
A0602,2024-04,182,2740,0.621
A0602,2024-05,158,2292,0.346
A0602,2024-06,144,1253,0.488
A0603,2024-01,310,2492,0.458
A0603,2024-02,289,6669,0.387
A0603,2024-03,290,4638,0.602
A0603,2024-04,304,3572,0.452
A0603,2024-05,324,2767,0.618
A0603,2024-06,297,3790,0.548
A0604,2024-01,64,553,0.127
A0604,2024-02,36,626,0.223
A0604,2024-03,31,444,0.47
A0604,2024-04,41,814,0.52
A0604,2024-05,6,53,0.363
A0604,2024-06,1,19,0.445
A0605,2024-01,241,4854,0.255
A0605,2024-02,226,3347,0.315
A0605,2024-03,194,2846,0.075
A0605,2024-04,171,1678,0.352
A0605,2024-05,176,3753,0.273
A0605,2024-06,136,2109,0.65
A0606,2024-01,64,1051,0.543
A0606,2024-02,81,1003,0.568
A0606,2024-03,92,2002,0.384
A0606,2024-04,82,983,0.503
A0606,2024-05,83,1099,0.396
A0606,2024-06,71,1345,0.632
A0607,2024-01,142,3226,0.262
A0607,2024-02,126,1508,0.2
A0607,2024-03,96,1588,0.27
A0607,2024-04,102,1710,0.215
A0607,2024-05,44,369,0.211
A0607,2024-06,69,902,0.434
A0608,2024-01,278,2747,0.191
A0608,2024-02,258,5620,0.775
A0608,2024-03,257,3549,0.575
A0608,2024-04,277,6381,0.541
A0608,2024-05,248,4497,0.516
A0608,2024-06,263,2596,0.638
A0609,2024-01,330,6321,0.477
A0609,2024-02,342,4544,0.711
A0609,2024-03,352,6717,0.976
A0609,2024-04,362,5565,0.569
A0609,2024-05,323,4676,0.801
A0609,2024-06,384,5714,0.6
A0610,2024-01,227,3523,0.748
A0610,2024-02,182,1836,0.303
A0610,2024-03,158,3143,0.102
A0610,2024-04,151,1965,0.572
A0610,2024-05,139,2792,0.259
A0610,2024-06,118,1410,0.333
A0611,2024-01,29,431,0.512
A0611,2024-02,50,435,0.517
A0611,2024-03,64,686,0.71
A0611,2024-04,85,1279,0.978
A0611,2024-05,69,1497,0.407
A0611,2024-06,96,2287,0.398
A0612,2024-01,381,8450,0.41
A0612,2024-02,344,7159,0.09
A0612,2024-03,332,6189,0.516
A0612,2024-04,307,7099,0.406
A0612,2024-05,275,5417,0.294
A0612,2024-06,264,6428,0.387
A0613,2024-01,97,1029,0.332
A0613,2024-02,85,773,0.389
A0613,2024-03,66,873,0.014
A0613,2024-04,37,686,0.543
A0613,2024-05,15,302,0.167
A0613,2024-06,7,56,0.765
A0614,2024-01,414,3479,0.535
A0614,2024-02,389,7433,0.134
A0614,2024-03,394,9179,0.527
A0614,2024-04,378,5554,0.32
A0614,2024-05,421,9730,0.241
A0614,2024-06,399,6930,0.576
A0615,2024-01,194,3682,0.284
A0615,2024-02,169,3904,0.15
A0615,2024-03,177,4343,0.2
A0615,2024-04,139,1830,0.345
A0615,2024-05,133,1994,0.416
A0615,2024-06,130,2162,0.155
A0616,2024-01,321,4212,0.381
A0616,2024-02,289,2337,0.415
A0616,2024-03,261,6186,0.271
A0616,2024-04,237,4750,0.314
A0616,2024-05,245,2659,0.143
A0616,2024-06,215,4151,0.553
A0617,2024-01,262,4223,0.159
A0617,2024-02,223,2839,0.176
A0617,2024-03,207,4496,0.338
A0617,2024-04,183,3775,0.25
A0617,2024-05,178,3290,0.542
A0617,2024-06,146,1183,0.29
A0618,2024-01,255,4962,0.194
A0618,2024-02,279,6384,0.716
A0618,2024-03,272,4885,0.465
A0618,2024-04,249,6204,0.57
A0618,2024-05,260,5588,0.596
A0618,2024-06,274,3777,0.697
A0619,2024-01,276,3671,0.533
A0619,2024-02,272,5921,0.641
A0619,2024-03,265,5780,0.471
A0619,2024-04,280,6987,0.555
A0619,2024-05,256,4477,0.596
A0619,2024-06,246,3477,0.347
A0620,2024-01,283,5364,0.502
A0620,2024-02,284,2840,0.226
A0620,2024-03,267,5961,0.384
A0620,2024-04,255,2427,0.649
A0620,2024-05,222,2090,0.246
A0620,2024-06,207,4447,0.043
A0621,2024-01,310,4278,0.19
A0621,2024-02,328,6297,0.38
A0621,2024-03,290,6920,0.275
A0621,2024-04,286,6117,0.341
A0621,2024-05,241,3817,0.313
A0621,2024-06,214,5320,0.144
A0622,2024-01,350,3183,0.469
A0622,2024-02,377,5317,0.739
A0622,2024-03,385,5949,0.569
A0622,2024-04,382,5390,0.288
A0622,2024-05,394,7042,0.674
A0622,2024-06,384,7426,0.318
A0623,2024-01,83,2041,0.629
A0623,2024-02,83,1069,0.642
A0623,2024-03,73,615,0.522
A0623,2024-04,80,843,0.512
A0623,2024-05,85,1594,0.573
A0623,2024-06,88,939,0.476
A0624,2024-01,42,505,0.594
A0624,2024-02,44,890,0.193
A0624,2024-03,20,232,0.208
A0624,2024-04,1,11,0.154
A0624,2024-05,1,15,0.462
A0624,2024-06,1,13,0.238
A0625,2024-01,161,2648,0.133
A0625,2024-02,162,3514,0.537
A0625,2024-03,120,992,0.714
A0625,2024-04,114,2659,0.347
A0625,2024-05,106,2056,0.258
A0625,2024-06,74,954,0.24
A0626,2024-01,128,1390,0.297
A0626,2024-02,84,1035,0.415
A0626,2024-03,65,1147,0.44
A0626,2024-04,50,965,0.513
A0626,2024-05,32,766,0.503
A0626,2024-06,8,144,0.0
A0627,2024-01,228,3592,0.415
A0627,2024-02,231,2831,0.587
A0627,2024-03,250,4406,0.669
A0627,2024-04,234,4225,0.479
A0627,2024-05,205,2784,0.417
A0627,2024-06,222,3427,0.544
A0628,2024-01,214,3829,0.151
A0628,2024-02,223,4110,0.329
A0628,2024-03,177,4276,0.622
A0628,2024-04,170,2023,0.423
A0628,2024-05,152,2919,0.213
A0628,2024-06,127,2856,0.47
A0629,2024-01,214,4041,0.362
A0629,2024-02,215,4123,0.338
A0629,2024-03,195,4172,0.483
A0629,2024-04,172,3757,0.184
A0629,2024-05,153,2505,0.463
A0629,2024-06,133,1102,0.223
A0630,2024-01,354,3872,0.42
A0630,2024-02,363,9047,0.345
A0630,2024-03,370,9222,0.488
A0630,2024-04,381,7044,0.483
A0630,2024-05,389,4832,0.601
A0630,2024-06,381,6476,0.46
A0631,2024-01,356,6738,0.365
A0631,2024-02,382,4796,0.378
A0631,2024-03,353,4747,0.293
A0631,2024-04,313,7774,0.45
A0631,2024-05,315,5468,0.262
A0631,2024-06,296,5732,0.422
A0632,2024-01,105,1223,0.147
A0632,2024-02,91,1444,0.01
A0632,2024-03,96,843,0.498
A0632,2024-04,75,886,0.618
A0632,2024-05,50,1121,0.541
A0632,2024-06,26,414,0.256
A0633,2024-01,210,2056,0.638
A0633,2024-02,164,3194,0.774
A0633,2024-03,189,2657,0.583
A0633,2024-04,198,4219,0.527
A0633,2024-05,203,3127,0.631
A0633,2024-06,189,2859,0.493
A0634,2024-01,277,3008,0.46
A0634,2024-02,252,5158,0.263
A0634,2024-03,252,3992,0.375
A0634,2024-04,224,5392,0.272
A0634,2024-05,207,4762,0.527
A0634,2024-06,181,3449,0.1
A0635,2024-01,197,3609,0.505
A0635,2024-02,182,2889,0.442
A0635,2024-03,164,1967,0.185
A0635,2024-04,122,1392,0.233
A0635,2024-05,111,1361,0.163
A0635,2024-06,105,2611,0.173
A0636,2024-01,285,4766,0.72
A0636,2024-02,277,2812,0.401
A0636,2024-03,288,3808,0.863
A0636,2024-04,291,4630,0.593
A0636,2024-05,290,5275,0.748
A0636,2024-06,287,2744,0.272
A0637,2024-01,259,4690,0.694
A0637,2024-02,263,2846,0.323
A0637,2024-03,244,6053,0.383
A0637,2024-04,258,2147,0.57
A0637,2024-05,263,4854,0.449
A0637,2024-06,279,6342,0.713
A0638,2024-01,205,2697,0.636
A0638,2024-02,196,3901,0.363
A0638,2024-03,224,4160,0.693
A0638,2024-04,205,2208,0.735
A0638,2024-05,213,2737,0.492
A0638,2024-06,231,3159,0.644
A0639,2024-01,141,2967,0.44
A0639,2024-02,122,1464,0.498
A0639,2024-03,95,2072,0.398
A0639,2024-04,89,989,0.194
A0639,2024-05,52,419,0.259
A0639,2024-06,76,1057,0.356
A0640,2024-01,310,6907,0.759
A0640,2024-02,322,6193,0.679
A0640,2024-03,333,5119,0.453
A0640,2024-04,295,4098,0.559
A0640,2024-05,310,4997,0.558
A0640,2024-06,333,6236,0.38
A0641,2024-01,252,2435,0.311
A0641,2024-02,244,5546,0.147
A0641,2024-03,212,5042,0.329
A0641,2024-04,239,3831,0.154
A0641,2024-05,178,1490,0.424
A0641,2024-06,162,1997,0.642
A0642,2024-01,315,6351,0.245
A0642,2024-02,284,4866,0.271
A0642,2024-03,253,5308,0.383
A0642,2024-04,255,4328,0.389
A0642,2024-05,223,3854,0.434
A0642,2024-06,202,3309,0.165
A0643,2024-01,198,4422,0.634
A0643,2024-02,185,1516,0.502
A0643,2024-03,193,1555,0.474
A0643,2024-04,186,1775,0.675
A0643,2024-05,193,2349,0.669
A0643,2024-06,189,2639,0.396
A0644,2024-01,270,6441,0.605
A0644,2024-02,268,6056,0.384
A0644,2024-03,253,5431,0.325
A0644,2024-04,227,3383,0.343
A0644,2024-05,214,2736,0.305
A0644,2024-06,187,4475,0.512
A0645,2024-01,212,3596,0.509
A0645,2024-02,166,3182,0.162
A0645,2024-03,177,2215,0.128
A0645,2024-04,158,1331,0.315
A0645,2024-05,135,1992,0.527
A0645,2024-06,114,2097,0.344
A0646,2024-01,375,6122,0.185
A0646,2024-02,360,8683,0.561
A0646,2024-03,332,3034,0.437
A0646,2024-04,338,4506,0.509
A0646,2024-05,305,3112,0.652
A0646,2024-06,308,2829,0.516
A0647,2024-01,251,5078,0.658
A0647,2024-02,249,2472,0.605
A0647,2024-03,258,2451,0.631
A0647,2024-04,255,3112,0.764
A0647,2024-05,241,3032,0.741
A0647,2024-06,244,4890,0.414
A0648,2024-01,340,7423,0.508
A0648,2024-02,363,4371,0.497
A0648,2024-03,348,4209,0.722
A0648,2024-04,339,5470,0.298
A0648,2024-05,355,5511,0.617
A0648,2024-06,357,5476,0.304
A0649,2024-01,235,3011,0.22
A0649,2024-02,246,2989,0.575
A0649,2024-03,239,3077,0.769
A0649,2024-04,244,2542,0.607
A0649,2024-05,246,4059,0.285
A0649,2024-06,257,2600,0.513
A0650,2024-01,345,6454,0.372
A0650,2024-02,330,7426,0.573
A0650,2024-03,290,2630,0.3
A0650,2024-04,268,3657,0.42
A0650,2024-05,267,5054,0.403
A0650,2024-06,226,2407,0.306
A0651,2024-01,250,5923,0.285
A0651,2024-02,262,3836,0.503
A0651,2024-03,230,2817,0.425
A0651,2024-04,211,2723,0.127
A0651,2024-05,188,4122,0.539
A0651,2024-06,168,3413,0.489
A0652,2024-01,9,142,0.481
A0652,2024-02,37,563,0.428
A0652,2024-03,56,1385,0.568
A0652,2024-04,60,996,0.65
A0652,2024-05,73,1438,0.488
A0652,2024-06,63,1052,0.824
A0653,2024-01,292,3110,0.304
A0653,2024-02,295,6169,0.212
A0653,2024-03,254,6199,0.312
A0653,2024-04,288,4370,0.635
A0653,2024-05,278,5853,0.629
A0653,2024-06,271,5059,0.39
A0654,2024-01,107,886,0.62
A0654,2024-02,65,617,0.474
A0654,2024-03,106,1860,0.932
A0654,2024-04,96,1967,0.522
A0654,2024-05,89,1038,0.702
A0654,2024-06,108,958,0.742
A0655,2024-01,226,4912,0.181
A0655,2024-02,215,4468,0.328
A0655,2024-03,181,3225,0.347
A0655,2024-04,177,3821,0.545
A0655,2024-05,153,2592,0.587
A0655,2024-06,147,1799,0.328
A0656,2024-01,111,1286,0.261
A0656,2024-02,91,1986,0.365
A0656,2024-03,80,1985,0.297
A0656,2024-04,71,600,0.455
A0656,2024-05,46,778,0.554
A0656,2024-06,21,175,0.318
A0657,2024-01,114,1035,0.56
A0657,2024-02,138,2272,0.473
A0657,2024-03,117,1727,0.603
A0657,2024-04,142,1585,0.425
A0657,2024-05,113,1092,0.488
A0657,2024-06,130,2083,0.296
A0658,2024-01,99,997,0.379
A0658,2024-02,113,2805,0.533
A0658,2024-03,122,2978,0.759
A0658,2024-04,109,2621,0.435
A0658,2024-05,104,1894,0.387
A0658,2024-06,113,1570,0.423
A0659,2024-01,398,4329,0.399
A0659,2024-02,383,8573,0.806
A0659,2024-03,407,9102,0.728
A0659,2024-04,413,7552,0.712
A0659,2024-05,392,6702,0.566
A0659,2024-06,394,4578,0.716
A0660,2024-01,384,9596,0.553
A0660,2024-02,375,5166,0.0
A0660,2024-03,348,7054,0.145
A0660,2024-04,349,3253,0.0
A0660,2024-05,318,5222,0.079
A0660,2024-06,308,6316,0.343
A0661,2024-01,84,2069,0.545
A0661,2024-02,49,485,0.198
A0661,2024-03,74,1638,0.562
A0661,2024-04,66,1347,0.595
A0661,2024-05,61,1155,0.857
A0661,2024-06,76,1296,0.543
A0662,2024-01,320,2569,0.778
A0662,2024-02,337,3562,0.68
A0662,2024-03,328,2752,0.588
A0662,2024-04,304,4962,0.584
A0662,2024-05,320,7291,0.427
A0662,2024-06,343,4433,0.666
A0663,2024-01,333,2971,0.532
A0663,2024-02,330,3146,0.438
A0663,2024-03,347,6833,0.55
A0663,2024-04,358,5684,0.481
A0663,2024-05,336,5011,0.727
A0663,2024-06,338,6265,0.451
A0664,2024-01,276,3651,0.71
A0664,2024-02,272,5473,0.382
A0664,2024-03,307,7477,0.249
A0664,2024-04,306,5032,0.546
A0664,2024-05,288,3055,0.633
A0664,2024-06,321,7836,0.521
A0665,2024-01,383,9133,0.405
A0665,2024-02,379,8586,0.155
A0665,2024-03,368,6459,0.572
A0665,2024-04,348,7210,0.245
A0665,2024-05,350,6471,0.415
A0665,2024-06,320,6247,0.16
A0666,2024-01,370,9009,0.507
A0666,2024-02,366,7677,0.498
A0666,2024-03,349,6064,0.123
A0666,2024-04,339,2908,0.763
A0666,2024-05,308,2812,0.399
A0666,2024-06,299,7064,0.338
A0667,2024-01,203,2713,0.365
A0667,2024-02,194,3902,0.316
A0667,2024-03,154,3591,0.226
A0667,2024-04,128,1911,0.38
A0667,2024-05,147,2410,0.363
A0667,2024-06,131,1708,0.43
A0668,2024-01,231,2876,0.524
A0668,2024-02,231,3311,0.445
A0668,2024-03,238,4898,0.628
A0668,2024-04,202,4496,0.255
A0668,2024-05,193,3886,0.303
A0668,2024-06,185,2111,0.419
A0669,2024-01,210,2948,0.412
A0669,2024-02,227,3488,0.41
A0669,2024-03,210,3740,0.419
A0669,2024-04,250,4317,0.569
A0669,2024-05,247,4061,0.581
A0669,2024-06,254,3485,0.406
A0670,2024-01,342,6973,0.365
A0670,2024-02,329,5169,0.61
A0670,2024-03,327,3174,0.582
A0670,2024-04,360,3492,0.286
A0670,2024-05,371,6504,0.33
A0670,2024-06,360,2974,0.526
A0671,2024-01,325,5294,0.548
A0671,2024-02,328,5634,0.633
A0671,2024-03,325,3361,0.616
A0671,2024-04,337,8081,0.341
A0671,2024-05,317,5504,0.569
A0671,2024-06,345,5567,0.393
A0672,2024-01,149,1958,0.333
A0672,2024-02,138,2539,0.284
A0672,2024-03,137,1790,0.518
A0672,2024-04,103,1735,0.463
A0672,2024-05,154,2556,0.488
A0672,2024-06,132,2276,0.559
A0673,2024-01,61,683,0.0
A0673,2024-02,47,535,0.38
A0673,2024-03,16,266,0.473
A0673,2024-04,1,24,0.129
A0673,2024-05,1,12,0.5
A0673,2024-06,1,24,0.141
A0674,2024-01,243,3441,0.284
A0674,2024-02,229,4926,0.361
A0674,2024-03,186,2462,0.317
A0674,2024-04,186,3556,0.373
A0674,2024-05,164,1773,0.194
A0674,2024-06,162,3314,0.374
A0675,2024-01,356,3787,0.531
A0675,2024-02,338,5763,0.636
A0675,2024-03,352,4713,0.733
A0675,2024-04,344,7233,0.265
A0675,2024-05,372,8390,0.648
A0675,2024-06,338,6043,0.514
A0676,2024-01,222,2515,0.432
A0676,2024-02,223,4782,0.474
A0676,2024-03,208,2868,0.501
A0676,2024-04,181,3460,0.405
A0676,2024-05,202,3460,0.288
A0676,2024-06,158,1843,0.297
A0677,2024-01,153,2999,0.547
A0677,2024-02,133,2356,0.291
A0677,2024-03,137,2586,0.428
A0677,2024-04,112,1696,0.6
A0677,2024-05,137,1817,0.61
A0677,2024-06,128,1152,0.404
A0678,2024-01,120,2541,0.668
A0678,2024-02,113,2681,0.578
A0678,2024-03,156,1527,0.796
A0678,2024-04,136,1382,0.733
A0678,2024-05,170,1614,0.725
A0678,2024-06,141,1526,0.347
A0679,2024-01,146,2940,0.858
A0679,2024-02,148,1326,0.724
A0679,2024-03,171,1876,0.656
A0679,2024-04,168,1506,0.367
A0679,2024-05,167,2445,0.592
A0679,2024-06,172,1646,0.233
A0680,2024-01,202,4237,0.266
A0680,2024-02,181,2141,0.503
A0680,2024-03,171,3713,0.465
A0680,2024-04,159,2879,0.352
A0680,2024-05,154,1858,0.493
A0680,2024-06,108,1363,0.075
A0681,2024-01,374,3760,0.545
A0681,2024-02,380,9375,0.679
A0681,2024-03,381,5446,0.207
A0681,2024-04,378,4620,0.396
A0681,2024-05,378,9221,0.528
A0681,2024-06,398,6299,0.573
A0682,2024-01,125,2756,0.295
A0682,2024-02,113,1853,0.041
A0682,2024-03,94,2079,0.314
A0682,2024-04,97,1083,0.248
A0682,2024-05,55,644,0.262
A0682,2024-06,23,327,0.37
A0683,2024-01,320,4004,0.524
A0683,2024-02,317,4121,0.471
A0683,2024-03,332,8188,0.692
A0683,2024-04,337,5388,0.792
A0683,2024-05,343,8521,0.786
A0683,2024-06,363,4942,0.502
A0684,2024-01,279,3208,0.649
A0684,2024-02,278,3875,0.38
A0684,2024-03,301,3405,0.451
A0684,2024-04,274,4698,0.521
A0684,2024-05,279,6425,0.427
A0684,2024-06,286,6160,0.66
A0685,2024-01,116,2524,0.597
A0685,2024-02,113,1166,0.527
A0685,2024-03,158,3593,0.15
A0685,2024-04,122,3013,0.441
A0685,2024-05,117,2156,0.39
A0685,2024-06,147,1814,0.711
A0686,2024-01,233,4435,0.589
A0686,2024-02,209,3627,0.443
A0686,2024-03,186,3106,0.364
A0686,2024-04,177,2807,0.297
A0686,2024-05,158,3694,0.181
A0686,2024-06,103,1904,0.322
A0687,2024-01,201,2409,0.481
A0687,2024-02,211,3613,0.383
A0687,2024-03,213,4914,0.698
A0687,2024-04,208,2683,0.593
A0687,2024-05,222,2244,0.66
A0687,2024-06,202,4122,0.514
A0688,2024-01,117,2260,0.533
A0688,2024-02,137,2539,0.287
A0688,2024-03,150,2547,0.55
A0688,2024-04,121,2768,0.494
A0688,2024-05,129,1793,0.42
A0688,2024-06,161,1360,0.668
A0689,2024-01,87,827,0.606
A0689,2024-02,90,989,0.711
A0689,2024-03,70,1196,0.631
A0689,2024-04,100,843,0.625
A0689,2024-05,99,2338,0.595
A0689,2024-06,116,1186,0.656
A0690,2024-01,132,1096,0.835
A0690,2024-02,112,1559,0.573
A0690,2024-03,145,1450,0.549
A0690,2024-04,142,2774,0.614
A0690,2024-05,129,2296,0.429
A0690,2024-06,167,2479,0.457
A0691,2024-01,75,1783,0.668
A0691,2024-02,67,1438,0.555
A0691,2024-03,49,1191,0.554
A0691,2024-04,43,587,0.41
A0691,2024-05,31,543,0.44
A0691,2024-06,58,1290,0.344
A0692,2024-01,105,909,0.323
A0692,2024-02,98,2333,0.087
A0692,2024-03,56,1144,0.497
A0692,2024-04,49,464,0.534
A0692,2024-05,17,200,0.383
A0692,2024-06,1,14,0.407
A0693,2024-01,336,5330,0.443
A0693,2024-02,341,8079,0.659
A0693,2024-03,343,4194,0.297
A0693,2024-04,359,5388,0.364
A0693,2024-05,390,8545,0.541
A0693,2024-06,377,4767,0.362
A0694,2024-01,401,5583,0.384
A0694,2024-02,377,6907,0.665
A0694,2024-03,379,3585,0.317
A0694,2024-04,333,6779,0.212
A0694,2024-05,325,3085,0.583
A0694,2024-06,311,5130,0.195
A0695,2024-01,78,1600,0.433
A0695,2024-02,43,596,0.463
A0695,2024-03,42,857,0.402
A0695,2024-04,32,408,0.492
A0695,2024-05,1,14,0.56
A0695,2024-06,1,9,0.278
A0696,2024-01,67,1017,0.325
A0696,2024-02,78,1081,0.479
A0696,2024-03,66,1395,0.355
A0696,2024-04,42,597,0.428
A0696,2024-05,21,520,0.464
A0696,2024-06,1,16,0.479
A0697,2024-01,208,2162,0.695
A0697,2024-02,226,5180,0.81
A0697,2024-03,206,2440,0.58
A0697,2024-04,196,2283,0.462
A0697,2024-05,192,1878,0.74
A0697,2024-06,216,5074,0.402
A0698,2024-01,298,3282,0.626
A0698,2024-02,304,2541,0.284
A0698,2024-03,332,5653,0.681
A0698,2024-04,315,7483,0.38
A0698,2024-05,304,7105,0.554
A0698,2024-06,330,4943,0.415
A0699,2024-01,42,740,0.348
A0699,2024-02,34,606,0.298
A0699,2024-03,19,401,0.542
A0699,2024-04,6,97,0.393
A0699,2024-05,1,21,0.232
A0699,2024-06,1,21,0.259
A0700,2024-01,294,7148,0.521
A0700,2024-02,247,3359,0.047
A0700,2024-03,238,5692,0.474
A0700,2024-04,232,4738,0.525
A0700,2024-05,193,2681,0.169
A0700,2024-06,177,4227,0.113
A0701,2024-01,98,2083,0.616
A0701,2024-02,102,958,0.684
A0701,2024-03,95,1980,0.591
A0701,2024-04,88,799,0.32
A0701,2024-05,96,1997,0.62
A0701,2024-06,114,1597,0.562
A0702,2024-01,196,3332,0.39
A0702,2024-02,197,3956,0.577
A0702,2024-03,186,2838,0.215
A0702,2024-04,197,2358,0.372
A0702,2024-05,180,2082,0.688
A0702,2024-06,217,3291,0.357
A0703,2024-01,197,3773,0.371
A0703,2024-02,160,2279,0.5
A0703,2024-03,149,3403,0.15
A0703,2024-04,110,2124,0.237
A0703,2024-05,108,917,0.361
A0703,2024-06,91,1927,0.347
A0704,2024-01,153,3272,0.285
A0704,2024-02,155,1968,0.555
A0704,2024-03,106,1615,0.618
A0704,2024-04,92,1973,0.286
A0704,2024-05,78,833,0.344
A0704,2024-06,55,778,0.32
A0705,2024-01,198,1759,0.562
A0705,2024-02,193,2643,0.307
A0705,2024-03,129,3084,0.381
A0705,2024-04,120,2975,0.36
A0705,2024-05,125,1583,0.485
A0705,2024-06,105,1679,0.676
A0706,2024-01,182,3474,0.359
A0706,2024-02,174,3056,0.567
A0706,2024-03,135,2305,0.229
A0706,2024-04,103,1507,0.545
A0706,2024-05,93,1527,0.264
A0706,2024-06,71,912,0.452
A0707,2024-01,231,5190,0.364
A0707,2024-02,205,2697,0.541
A0707,2024-03,188,3451,0.508
A0707,2024-04,200,2172,0.329
A0707,2024-05,157,3437,0.297
A0707,2024-06,135,1240,0.337
A0708,2024-01,172,3339,0.542
A0708,2024-02,155,2000,0.355
A0708,2024-03,155,1399,0.537
A0708,2024-04,116,2350,0.386
A0708,2024-05,112,2247,0.209
A0708,2024-06,84,1560,0.517
A0709,2024-01,310,3602,0.251
A0709,2024-02,273,2886,0.529
A0709,2024-03,260,4158,0.092
A0709,2024-04,263,5918,0.432
A0709,2024-05,233,4073,0.2
A0709,2024-06,221,4866,0.349
A0710,2024-01,376,5566,0.392
A0710,2024-02,373,6523,0.523
A0710,2024-03,366,5255,0.356
A0710,2024-04,378,6718,0.499
A0710,2024-05,373,7172,0.55
A0710,2024-06,389,8985,1.0
A0711,2024-01,246,5405,0.366
A0711,2024-02,229,4607,0.414
A0711,2024-03,185,1956,0.278
A0711,2024-04,164,2576,0.408
A0711,2024-05,157,3400,0.464
A0711,2024-06,145,1212,0.808
A0712,2024-01,347,6747,0.364
A0712,2024-02,354,6764,0.999
A0712,2024-03,355,8280,0.332
A0712,2024-04,375,7473,0.688
A0712,2024-05,352,2971,0.273
A0712,2024-06,373,8622,0.46
A0713,2024-01,149,3678,0.401
A0713,2024-02,109,1597,0.297
A0713,2024-03,112,1885,0.113
A0713,2024-04,96,1341,0.574
A0713,2024-05,59,1243,0.172
A0713,2024-06,46,643,0.255
A0714,2024-01,235,4694,0.515
A0714,2024-02,244,5483,0.628
A0714,2024-03,238,5329,0.353
A0714,2024-04,251,6236,0.642
A0714,2024-05,245,2718,0.46
A0714,2024-06,238,5075,0.579
A0715,2024-01,93,912,0.6
A0715,2024-02,96,2252,0.588
A0715,2024-03,100,846,0.698
A0715,2024-04,121,1174,0.735
A0715,2024-05,99,1242,0.753
A0715,2024-06,66,796,0.742
A0716,2024-01,91,907,0.087
A0716,2024-02,95,2059,0.409
A0716,2024-03,78,646,0.419
A0716,2024-04,45,799,0.355
A0716,2024-05,17,185,0.0
A0716,2024-06,22,324,0.231
A0717,2024-01,76,1161,0.402
A0717,2024-02,50,409,0.389
A0717,2024-03,48,428,0.373
A0717,2024-04,38,591,0.412
A0717,2024-05,29,425,0.224
A0717,2024-06,1,8,0.134
A0718,2024-01,141,3224,0.267
A0718,2024-02,99,805,0.34
A0718,2024-03,100,2093,0.345
A0718,2024-04,98,2336,0.671
A0718,2024-05,63,1099,0.205
A0718,2024-06,39,922,0.48
A0719,2024-01,280,4833,0.643
A0719,2024-02,260,4658,0.411
A0719,2024-03,243,5939,0.247
A0719,2024-04,239,4380,0.583
A0719,2024-05,213,3649,0.443
A0719,2024-06,217,5095,0.366
A0720,2024-01,166,1624,0.383
A0720,2024-02,175,1705,0.269
A0720,2024-03,135,2963,0.23
A0720,2024-04,97,2228,0.341
A0720,2024-05,108,2515,0.2
A0720,2024-06,94,2121,0.356
A0721,2024-01,132,2069,0.367
A0721,2024-02,120,1175,0.131
A0721,2024-03,96,2192,0.241
A0721,2024-04,92,1516,0.521
A0721,2024-05,72,887,0.502
A0721,2024-06,47,1154,0.212
A0722,2024-01,52,606,0.092
A0722,2024-02,35,494,0.388
A0722,2024-03,35,404,0.336
A0722,2024-04,22,414,0.453
A0722,2024-05,1,18,0.192
A0722,2024-06,1,16,0.079
A0723,2024-01,167,2174,0.755
A0723,2024-02,156,2293,0.462
A0723,2024-03,148,2314,0.15
A0723,2024-04,126,3036,0.212
A0723,2024-05,102,1848,0.488
A0723,2024-06,80,1720,0.329
A0724,2024-01,301,4030,0.518
A0724,2024-02,307,3798,0.441
A0724,2024-03,308,7268,0.782
A0724,2024-04,331,4798,0.531
A0724,2024-05,329,2914,0.564
A0724,2024-06,314,3804,0.693
A0725,2024-01,38,465,0.484
A0725,2024-02,58,1099,0.484
A0725,2024-03,37,417,0.374
A0725,2024-04,19,413,0.29
A0725,2024-05,1,16,0.446
A0725,2024-06,1,13,0.49
A0726,2024-01,85,1823,0.387
A0726,2024-02,50,618,0.777
A0726,2024-03,33,784,0.407
A0726,2024-04,39,861,0.427
A0726,2024-05,9,105,0.493
A0726,2024-06,5,96,0.268
