account_id,account_name,plan,region,seats,mrr,contract_start,churned,churn_reason_code,days_to_observed_churn
A0652,Acme Tenant 0652,Starter,EU,43,312.0,2024-05-10,0,none,-1
A0653,Acme Tenant 0653,Starter,APAC,12,78.0,2023-04-03,0,none,-1
A0654,Acme Tenant 0654,Pro,APAC,45,1071.0,2023-02-15,0,none,-1
A0655,Acme Tenant 0655,Pro,NA,21,476.0,2024-05-06,1,low_usage,51
A0656,Acme Tenant 0656,Starter,EU,29,195.0,2023-08-16,1,low_usage,40
A0657,Acme Tenant 0657,Enterprise,APAC,80,7984.0,2023-10-13,0,none,-1
A0658,Acme Tenant 0658,Pro,APAC,36,833.0,2023-08-11,0,none,-1
A0659,Acme Tenant 0659,Pro,EU,22,476.0,2023-10-10,0,none,-1
A0660,Acme Tenant 0660,Starter,APAC,76,585.0,2023-06-05,1,competitor,28
A0661,Acme Tenant 0661,Starter,APAC,23,156.0,2024-03-23,0,none,-1
A0662,Acme Tenant 0662,Pro,EU,23,476.0,2023-08-09,0,none,-1
A0663,Acme Tenant 0663,Pro,NA,8,119.0,2023-07-01,0,none,-1
A0664,Acme Tenant 0664,Pro,APAC,38,833.0,2024-02-18,0,none,-1
A0665,Acme Tenant 0665,Pro,NA,28,595.0,2023-08-12,1,price,93
A0666,Acme Tenant 0666,Starter,APAC,41,312.0,2023-04-21,1,support,98
A0667,Acme Tenant 0667,Starter,NA,24,156.0,2023-04-28,1,low_usage,25
A0668,Acme Tenant 0668,Pro,EU,61,1428.0,2023-12-22,1,none,42
A0669,Acme Tenant 0669,Proo,APAC,32,714.0,2023-03-22,0,none,-1
A0670,Acme Tenant 0670,Pro,NA,12,238.0,2023-03-09,0,none,-1
A0671,Acme Tenant 0671,Starter,EU,72,546.0,2023-03-20,0,none,-1
A0672,Acme Tenant 0672,Pro,NA,16,357.0,2023-04-28,0,none,-1
A0673,Acme Tenant 0673,Pro,EU,31,714.0,2023-04-22,1,competitor,40
A0674,Acme Tenant 0674,Starter,NA,60,468.0,2024-01-12,1,none,105
A0675,Acme Tenant 0675,Starter,NA,55,429.0,2023-10-27,0,none,-1
A0676,Acme Tenant 0676,Starter,NA,9,39.0,2023-07-21,1,none,39
A0677,Acme Tenant 0677,Starter,NA,28,195.0,2024-02-24,0,none,-1
A0678,Acme Tenant 0678,Enterprise,APAC,24,1996.0,2023-04-02,0,none,-1
A0679,Acme Tenant 0679,Pro,EU,62,1428.0,2023-04-08,0,none,-1
A0680,Acme Tenant 0680,Starter,NA,12,78.0,2023-02-04,1,competitor,36
A0681,Acme Tenant 0681,Enterprise,EU,76,7485.0,2024-01-05,0,none,-1
A0682,Acme Tenant 0682,Starter,EU,66,507.0,2023-04-24,1,none,86
A0683,Acme Tenant 0683,Pro,EU,69,1547.0,2024-04-20,0,none,-1
A0684,Acme Tenant 0684,Pro,NA,23,476.0,2023-05-26,0,none,-1
A0685,Acme Tenant 0685,Starter,EU,66,507.0,2023-03-12,0,none,-1
A0686,Acme Tenant 0686,Starter,EU,5,39.0,2023-01-04,1,low_usage,21
A0687,Acme Tenant 0687,Pro,APAC,29,595.0,2023-06-24,0,none,-1
A0688,Acme Tenant 0688,Starter,NA,8,39.0,2023-07-07,0,none,-1
A0689,Acme Tenant 0689,Pro,NA,43,952.0,2024-05-14,0,none,-1
A0690,Acme Tenant 0690,Pro,EU,16,357.0,2023-03-05,0,none,-1
A0691,Acme Tenant 0691,Pro,NA,28,595.0,2023-11-18,0,none,-1
A0692,Acme Tenant 0692,Pro,NA,66,1547.0,2023-08-12,1,support,23
A0693,Acme Tenant 0693,Pro,NA,12,238.0,2023-05-23,0,none,-1
A0694,Acme Tenant 0694,Pro,NA,72,1666.0,2023-12-12,1,price,49
A0695,Acme Tenant 0695,Starter,NA,66,507.0,2023-12-15,1,price,95
A0696,Acme Tenant 0696,Starter,APAC,79,585.0,2024-04-13,1,price,34
A0697,Acme Tenant 0697,Enterprise,NA,59,5489.0,2023-01-14,0,none,-1
A0698,Acme Tenant 0698,Starter,NA,22,156.0,2023-12-31,0,none,-1
A0699,Acme Tenant 0699,Starter,NA,15,117.0,2023-06-04,1,competitor,117
A0700,Acme Tenant 0700,Starter,EU,66,507.0,2023-10-08,1,support,7
A0701,Acme Tenant 0701,Enterprise,EU,134,12974.0,2023-04-19,0,none,-1
A0702,Acme Tenant 0702,Enterprise,EU,47,4491.0,2023-07-12,0,none,-1
A0703,Acme Tenant 0703,Starter,EU,52,390.0,2023-02-16,1,low_usage,92
A0704,Acme Tenant 0704,Pro,EU,37,833.0,2023-07-08,1,low_usage,36
A0705,Acme Tenant 0705,Starter,NA,19,117.0,2023-11-19,1,support,23
A0706,Acme Tenant 0706,Starter,APAC,77,585.0,2023-01-01,1,price,112
A0707,Acme Tenant 0707,Starter,NA,56,429.0,2023-11-10,1,none,103
A0708,Acme Tenant 0708,Starter,NA,18,117.0,2024-05-08,1,low_usage,85
A0709,Acme Tenant 0709,Pro,APAC,24,476.0,2024-02-13,1,support,8
A0710,Acme Tenant 0710,Pro,NA,25,595.0,2023-11-28,0,none,-1
A0711,Acme Tenant 0711,Enterprise,APAC,163,15968.0,2023-05-18,1,none,112
A0712,Acme Tenant 0712,Starter,NA,21,156.0,2024-03-23,0,none,-1
A0713,Acme Tenant 0713,Enterprise,EU,241,23952.0,2023-10-11,1,price,91
A0714,Acme Tenant 0714,Pro,NA,46,1071.0,2024-04-23,0,none,-1
A0715,Acme Tenant 0715,Pro,NA,27,595.0,2023-04-20,0,none,-1
A0716,Acme Tenant 0716,Pro,APAC,53,1190.0,2024-03-16,1,competitor,53
A0717,Acme Tenant 0717,Starter,NA,37,273.0,2023-05-30,1,none,21
A0718,Acme Tenant 0718,Starter,NA,5,39.0,2024-04-04,1,low_usage,36
A0719,Acme Tenant 0719,Enterprise,EU,184,17964.0,2023-05-21,1,none,55
A0720,Acme Tenant 0720,Starter,NA,34,234.0,2024-02-23,1,price,108
A0721,Acme Tenant 0721,Starter,EU,32,234.0,2024-01-16,1,low_usage,47
A0722,Acme Tenant 0722,Enterprise,NA,234,22954.0,2023-06-23,1,competitor,77
A0723,Acme Tenant 0723,Starter,EU,18,117.0,2023-06-21,1,support,88
A0724,Acme Tenant 0724,Enterprise,EU,198,19461.0,2024-03-28,0,none,-1
A0725,Acme Tenant 0725,Starter,NA,17,117.0,2023-10-23,1,none,42
A0726,Acme Tenant 0726,Starter,NA,48,351.0,2023-11-16,1,price,110
A0727,Acme Tenant 0727,Enterprise,NA,75,7485.0,2023-03-02,0,none,-1
A0728,Acme Tenant 0728,Pro,NA,79,1785.0,2023-07-15,1,support,59
A0729,Acme Tenant 0729,Starter,NA,76,585.0,2024-03-09,1,price,39
A0730,Acme Tenant 0730,Starter,EU,26,195.0,2023-04-12,1,price,10
A0731,Acme Tenant 0731,Starter,APAC,75,585.0,2023-05-11,1,competitor,41
A0732,Acme Tenant 0732,Pro,NA,17,357.0,2023-03-13,1,competitor,54
A0733,Acme Tenant 0733,Starter,EU,45,351.0,2024-03-01,1,price,82
A0734,Acme Tenant 0734,Pro,NA,52,1190.0,2023-06-24,1,low_usage,64
A0735,Acme Tenant 0735,Enterprise,NA,189,18463.0,2023-10-31,0,none,-1
A0736,Acme Tenant 0736,Starter,NA,69,507.0,2023-09-18,1,support,116
A0737,Acme Tenant 0737,Pro,NA,32,714.0,2024-04-04,0,none,-1
A0738,Acme Tenant 0738,Starter,EU,66,507.0,2023-07-18,1,low_usage,53
A0739,Acme Tenant 0739,Pro,NA,22,476.0,2023-03-06,1,support,39
A0740,Acme Tenant 0740,Starter,NA,27,195.0,2023-10-01,1,price,117
A0741,Acme Tenant 0741,Starter,EU,21,156.0,2023-08-18,0,none,-1
A0742,Acme Tenant 0742,Starter,APAC,6,39.0,2023-04-26,0,none,-1
A0743,Acme Tenant 0743,Enterprise,NA,66,6487.0,2023-11-17,1,support,21
A0744,Acme Tenant 0744,Starter,NA,78,585.0,2023-05-31,1,support,101
A0745,Acme Tenant 0745,Starter,EU,74,546.0,2023-11-17,1,none,36
A0746,Acme Tenant 0746,Starter,EU,63,468.0,2024-05-10,1,support,17
A0747,Acme Tenant 0747,Starter,APAC,27,195.0,2023-01-25,1,support,119
A0748,Acme Tenant 0748,Starter,NA,68,507.0,2024-04-18,1,support,54
A0749,Acme Tenant 0749,Pro,EU,38,833.0,2024-03-23,0,none,-1
A0750,Acme Tenant 0750,Pro,NA,10,238.0,2024-04-29,0,none,-1
A0751,Acme Tenant 0751,Proo,NA,49,351.0,2023-12-03,1,support,111
A0752,Acme Tenant 0752,Starter,APAC,32,234.0,2023-04-02,0,none,-1
A0753,Acme Tenant 0753,Starter,APAC,11,78.0,2024-04-25,1,low_usage,34
A0754,Acme Tenant 0754,Starter,EU,79,585.0,2024-05-04,0,none,-1
A0755,Acme Tenant 0755,Enterprise,APAC,41,3992.0,2023-03-31,1,price,39
A0756,Acme Tenant 0756,Starter,NA,68,507.0,2023-03-17,1,low_usage,110
A0757,Acme Tenant 0757,Pro,NA,50,1190.0,2023-02-12,1,price,94
A0758,Acme Tenant 0758,Starter,APAC,27,195.0,2023-01-29,0,none,-1
A0759,Acme Tenant 0759,Enterprise,NA,139,13473.0,2023-07-08,0,none,-1
A0760,Acme Tenant 0760,Pro,APAC,50,1190.0,2024-03-10,0,none,-1
A0761,Acme Tenant 0761,Pro,NA,79,1785.0,2023-03-07,1,none,45
A0762,Acme Tenant 0762,Starter,NA,58,429.0,2024-03-23,1,none,70
A0763,Acme Tenant 0763,Starter,NA,55,429.0,2023-09-21,1,price,16
A0764,Acme Tenant 0764,Enterprise,NA,16,1497.0,2023-07-05,0,none,-1
A0765,Acme Tenant 0765,Pro,APAC,5,119.0,2023-09-15,0,none,-1
A0766,Acme Tenant 0766,Pro,NA,31,714.0,2023-11-15,1,competitor,8
A0767,Acme Tenant 0767,Pro,EU,19,357.0,2024-01-22,0,none,-1
A0768,Acme Tenant 0768,Enterprise,EU,5,499.0,2023-02-15,0,none,-1
A0769,Acme Tenant 0769,Pro,NA,64,1428.0,2023-09-10,0,none,-1
A0770,Acme Tenant 0770,Pro,EU,50,1190.0,2023-12-16,1,competitor,107
A0771,Acme Tenant 0771,Pro,APAC,50,1190.0,2023-07-16,0,none,-1
A0772,Acme Tenant 0772,Starter,NA,34,234.0,2023-05-27,1,low_usage,48
A0773,Acme Tenant 0773,Pro,NA,50,1190.0,2024-01-05,0,none,-1
A0774,Acme Tenant 0774,Starter,NA,70,546.0,2023-05-09,1,support,63
A0775,Acme Tenant 0775,Starter,APAC,57,429.0,2023-05-29,1,low_usage,111
A0776,Acme Tenant 0776,Enterprise,NA,110,10978.0,2024-01-20,1,price,77
A0777,Acme Tenant 0777,Pro,NA,14,238.0,2023-07-22,0,none,-1
A0778,Acme Tenant 0778,Starter,NA,2,39.0,2024-04-09,1,low_usage,46
A0779,Acme Tenant 0779,Pro,APAC,53,1190.0,2023-04-29,0,none,-1
A0780,Acme Tenant 0780,Enterprise,NA,249,24451.0,2023-11-30,0,none,-1
A0781,Acme Tenant 0781,Starter,NA,53,390.0,2023-06-25,0,none,-1
A0782,Acme Tenant 0782,Pro,APAC,59,1309.0,2023-01-24,0,none,-1
A0783,Acme Tenant 0783,Pro,EU,57,1309.0,2023-06-06,0,none,-1
A0784,Acme Tenant 0784,Pro,NA,20,476.0,2023-03-11,1,support,115
A0785,Acme Tenant 0785,Pro,APAC,26,595.0,2023-04-03,1,none,74
A0786,Acme Tenant 0786,Pro,APAC,10,238.0,2023-08-20,1,support,79
A0787,Acme Tenant 0787,Pro,NA,71,1666.0,2023-04-10,1,low_usage,101
A0788,Acme Tenant 0788,Pro,NA,16,357.0,2023-06-24,0,none,-1
A0789,Acme Tenant 0789,Starter,APAC,55,429.0,2023-05-25,1,low_usage,58
A0790,Acme Tenant 0790,Starter,NA,31,234.0,2023-09-29,0,none,-1
A0791,Acme Tenant 0791,Starter,APAC,41,312.0,2023-07-10,1,low_usage,50
A0792,Acme Tenant 0792,Enterprise,NA,4,499.0,2023-11-04,0,none,-1
A0793,Acme Tenant 0793,Pro,NA,60,1428.0,2023-10-02,0,none,-1
A0794,Acme Tenant 0794,Pro,EU,26,595.0,2023-10-10,1,low_usage,55
A0795,Acme Tenant 0795,Enterprise,NA,104,9980.0,2023-10-09,0,none,-1
A0796,Acme Tenant 0796,Starter,NA,56,429.0,2024-02-29,0,none,-1
A0797,Acme Tenant 0797,Enterprise,EU,112,10978.0,2024-02-13,0,none,-1
A0798,Acme Tenant 0798,Starter,EU,18,117.0,2023-07-06,0,none,-1
A0799,Acme Tenant 0799,Pro,APAC,39,833.0,2024-02-16,0,none,-1
A0800,Acme Tenant 0800,Starter,NA,65,507.0,2023-08-18,1,support,95
A0801,Acme Tenant 0801,Enterprise,EU,242,23952.0,2024-01-22,0,none,-1
A0802,Acme Tenant 0802,Starter,APAC,30,234.0,2024-02-25,0,none,-1
A0803,Acme Tenant 0803,Starter,NA,29,195.0,2023-05-16,1,competitor,115
A0804,Acme Tenant 0804,Pro,NA,57,1309.0,2024-04-06,0,none,-1
A0805,Acme Tenant 0805,Pro,APAC,76,1785.0,2023-10-14,0,none,-1
A0806,Acme Tenant 0806,Starter,NA,33,234.0,2023-04-20,1,low_usage,107
A0807,Acme Tenant 0807,Pro,NA,30,714.0,2023-02-18,1,price,45
A0808,Acme Tenant 0808,Starter,NA,55,429.0,2023-03-26,1,support,47
A0809,Acme Tenant 0809,Pro,APAC,25,595.0,2023-01-01,0,none,-1
A0810,Acme Tenant 0810,Enterprise,NA,248,24451.0,2023-10-01,0,none,-1
A0811,Acme Tenant 0811,Starter,NA,66,507.0,2023-07-12,1,none,111
A0812,Acme Tenant 0812,Pro,NA,17,357.0,2023-08-19,0,none,-1
A0813,Acme Tenant 0813,Pro,NA,57,1309.0,2023-09-22,1,price,86
A0814,Acme Tenant 0814,Pro,NA,34,714.0,2023-07-21,0,none,-1
A0815,Acme Tenant 0815,Starter,NA,27,195.0,2023-07-11,1,support,119
A0816,Acme Tenant 0816,Starter,NA,52,390.0,2024-04-28,1,none,60
A0817,Acme Tenant 0817,Enterprise,APAC,61,5988.0,2023-03-28,1,price,22
A0818,Acme Tenant 0818,Enterprise,NA,174,16966.0,2023-09-20,0,none,-1
A0819,Acme Tenant 0819,Starter,EU,68,507.0,2023-06-22,1,competitor,42
A0820,Acme Tenant 0820,Enterprise,NA,160,15968.0,2023-02-26,0,none,-1
A0821,Acme Tenant 0821,Pro,EU,76,1785.0,2023-01-21,0,none,-1
A0822,Acme Tenant 0822,Pro,EU,20,476.0,2024-03-04,0,none,-1
A0823,Acme Tenant 0823,Starter,APAC,67,507.0,2023-05-29,1,support,110
A0824,Acme Tenant 0824,Starter,EU,5,39.0,2023-03-15,0,none,-1
A0825,Acme Tenant 0825,Pro,APAC,40,952.0,2023-10-29,0,none,-1
A0826,Acme Tenant 0826,Pro,EU,60,1428.0,2024-04-29,0,none,-1
A0827,Acme Tenant 0827,Pro,EU,18,357.0,2024-01-10,1,support,51
A0828,Acme Tenant 0828,Starter,APAC,46,351.0,2024-04-03,0,none,-1
A0829,Acme Tenant 0829,Starter,EU,67,507.0,2023-09-19,0,none,-1
A0830,Acme Tenant 0830,Starter,APAC,16,117.0,2023-08-18,0,none,-1
A0831,Acme Tenant 0831,Proo,NA,182,17964.0,2023-04-28,0,none,-1
A0832,Acme Tenant 0832,Pro,NA,63,1428.0,2023-02-26,0,none,-1
A0833,Acme Tenant 0833,Pro,NA,53,1190.0,2023-01-19,0,none,-1
A0834,Acme Tenant 0834,Enterprise,NA,106,10479.0,2023-10-29,0,none,-1
A0835,Acme Tenant 0835,Pro,NA,18,357.0,2023-07-03,0,none,-1
A0836,Acme Tenant 0836,Starter,NA,51,390.0,2023-06-07,1,low_usage,83
A0837,Acme Tenant 0837,Starter,NA,47,351.0,2024-02-04,1,support,97
A0838,Acme Tenant 0838,Pro,NA,1,119.0,2023-12-29,1,none,51
A0839,Acme Tenant 0839,Pro,APAC,55,1309.0,2024-04-16,0,none,-1
A0840,Acme Tenant 0840,Enterprise,APAC,200,19960.0,2024-05-13,1,low_usage,81
A0841,Acme Tenant 0841,Pro,NA,34,714.0,2023-06-29,0,none,-1
A0842,Acme Tenant 0842,Starter,NA,8,39.0,2023-07-29,0,none,-1
A0843,Acme Tenant 0843,Enterprise,NA,107,10479.0,2024-01-12,0,none,-1
A0844,Acme Tenant 0844,Pro,NA,52,1190.0,2024-02-06,0,none,-1
A0845,Acme Tenant 0845,Starter,NA,34,234.0,2023-08-10,0,none,-1
A0846,Acme Tenant 0846,Pro,EU,7,119.0,2024-01-12,0,none,-1
A0847,Acme Tenant 0847,Starter,NA,69,507.0,2024-04-28,0,none,-1
A0848,Acme Tenant 0848,Starter,EU,16,117.0,2023-07-26,1,competitor,67
A0849,Acme Tenant 0849,Starter,NA,66,507.0,2023-08-02,1,price,110
A0850,Acme Tenant 0850,Starter,APAC,31,234.0,2023-10-23,1,competitor,106
A0851,Acme Tenant 0851,Enterprise,EU,24,1996.0,2023-11-11,1,none,112
A0852,Acme Tenant 0852,Enterprise,EU,38,3493.0,2024-04-26,0,none,-1
A0853,Acme Tenant 0853,Enterprise,EU,233,22954.0,2023-09-24,0,none,-1
A0854,Acme Tenant 0854,Starter,EU,35,273.0,2024-01-13,1,low_usage,64
A0855,Acme Tenant 0855,Starter,EU,8,39.0,2023-11-26,1,low_usage,82
A0856,Acme Tenant 0856,Starter,APAC,34,234.0,2024-01-16,1,none,52
A0857,Acme Tenant 0857,Starter,NA,57,429.0,2024-01-29,0,none,-1
A0858,Acme Tenant 0858,Pro,NA,25,595.0,2024-04-14,1,low_usage,118
A0859,Acme Tenant 0859,Pro,APAC,7,119.0,2024-01-01,0,none,-1
A0860,Acme Tenant 0860,Starter,APAC,45,351.0,2024-02-12,1,price,35
A0861,Acme Tenant 0861,Starter,EU,56,429.0,2024-02-13,0,none,-1
A0862,Acme Tenant 0862,Pro,NA,12,238.0,2024-02-18,1,none,30
A0863,Acme Tenant 0863,Starter,EU,49,351.0,2023-01-15,0,none,-1
A0864,Acme Tenant 0864,Starter,EU,73,546.0,2024-03-28,1,competitor,41
A0865,Acme Tenant 0865,Pro,EU,29,595.0,2023-09-01,0,none,-1
A0866,Acme Tenant 0866,Starter,NA,11,78.0,2023-08-05,1,none,21
A0867,Acme Tenant 0867,Pro,NA,32,714.0,2023-12-21,0,none,-1
A0868,Acme Tenant 0868,Enterprise,NA,169,16467.0,2024-02-20,0,none,-1
A0869,Acme Tenant 0869,Starter,EU,25,195.0,2023-08-05,1,low_usage,32
A0870,Acme Tenant 0870,Starter,NA,79,585.0,2023-08-15,1,none,78
A0871,Acme Tenant 0871,Enterprise,APAC,157,15469.0,2023-03-07,0,none,-1
A0872,Acme Tenant 0872,Pro,NA,48,1071.0,2023-10-15,0,none,-1
A0873,Acme Tenant 0873,Pro,APAC,16,357.0,2023-11-18,1,none,17
A0874,Acme Tenant 0874,Starter,EU,17,117.0,2023-10-27,1,support,72
A0875,Acme Tenant 0875,Pro,EU,76,1785.0,2024-05-12,1,competitor,88
A0876,Acme Tenant 0876,Starter,NA,40,312.0,2024-01-30,1,support,67
A0877,Acme Tenant 0877,Pro,NA,49,1071.0,2023-12-15,1,support,84
A0878,Acme Tenant 0878,Pro,EU,79,1785.0,2024-04-24,1,support,14
A0879,Acme Tenant 0879,Starter,NA,78,585.0,2024-03-05,0,none,-1
A0880,Acme Tenant 0880,Starter,NA,6,39.0,2023-08-21,0,none,-1
A0881,Acme Tenant 0881,Starter,EU,63,468.0,2023-08-07,0,none,-1
A0882,Acme Tenant 0882,Pro,APAC,78,1785.0,2023-11-01,1,competitor,73
A0883,Acme Tenant 0883,Pro,APAC,59,1309.0,2024-02-02,0,none,-1
A0884,Acme Tenant 0884,Pro,EU,19,357.0,2024-05-04,1,price,55
A0885,Acme Tenant 0885,Starter,NA,65,507.0,2024-03-08,1,competitor,11
A0886,Acme Tenant 0886,Pro,APAC,78,1785.0,2023-12-01,0,none,-1
A0887,Acme Tenant 0887,Starter,NA,37,273.0,2024-04-16,1,low_usage,73
A0888,Acme Tenant 0888,Starter,APAC,45,351.0,2023-04-19,0,none,-1
A0889,Acme Tenant 0889,Enterprise,NA,37,3493.0,2023-12-01,0,none,-1
A0890,Acme Tenant 0890,Starter,EU,9,39.0,2023-10-01,1,low_usage,46
A0891,Acme Tenant 0891,Pro,EU,38,833.0,2024-04-12,0,none,-1
A0892,Acme Tenant 0892,Starter,NA,9,39.0,2023-06-05,0,none,-1
A0893,Acme Tenant 0893,Pro,EU,7,119.0,2023-10-13,0,none,-1
A0894,Acme Tenant 0894,Pro,NA,74,1666.0,2023-03-23,0,none,-1
A0895,Acme Tenant 0895,Enterprise,NA,218,21457.0,2023-05-01,0,none,-1
A0896,Acme Tenant 0896,Pro,NA,15,357.0,2023-02-16,0,none,-1
A0897,Acme Tenant 0897,Starter,NA,2,39.0,2024-05-10,1,none,105
A0898,Acme Tenant 0898,Enterprise,NA,150,14970.0,2024-03-30,0,none,-1
A0899,Acme Tenant 0899,Starter,APAC,3,39.0,2024-01-10,1,low_usage,108
A0900,Acme Tenant 0900,Starter,APAC,43,312.0,2024-01-26,1,low_usage,23
A0901,Acme Tenant 0901,Starter,EU,54,390.0,2023-03-14,1,competitor,102
A0902,Acme Tenant 0902,Pro,APAC,62,1428.0,2024-03-13,0,none,-1
A0903,Acme Tenant 0903,Starter,NA,71,546.0,2023-01-30,0,none,-1
A0904,Acme Tenant 0904,Enterprise,NA,69,6487.0,2023-07-02,0,none,-1
A0905,Acme Tenant 0905,Starter,APAC,18,117.0,2024-04-11,1,low_usage,57
A0906,Acme Tenant 0906,Starter,APAC,37,273.0,2024-03-04,0,none,-1
A0907,Acme Tenant 0907,Pro,EU,1,119.0,2023-08-25,1,support,8
A0908,Acme Tenant 0908,Pro,EU,71,1666.0,2023-11-28,1,low_usage,95
A0909,Acme Tenant 0909,Starter,APAC,39,273.0,2023-04-05,1,none,83
A0910,Acme Tenant 0910,Pro,EU,48,1071.0,2023-08-29,0,none,-1
A0911,Acme Tenant 0911,Enterprise,NA,67,6487.0,2023-05-12,0,none,-1
A0912,Acme Tenant 0912,Starter,NA,42,312.0,2023-07-02,1,low_usage,97
A0913,Acme Tenant 0913,Starter,NA,68,507.0,2023-02-16,0,none,-1
A0914,Acme Tenant 0914,Enterprise,NA,58,5489.0,2023-07-14,1,none,54
A0915,Acme Tenant 0915,Starter,EU,33,234.0,2024-04-11,1,price,53
A0916,Acme Tenant 0916,Pro,EU,11,238.0,2024-01-19,0,none,-1
A0917,Acme Tenant 0917,Starter,NA,49,351.0,2024-05-14,1,none,71
A0918,Acme Tenant 0918,Starter,NA,12,78.0,2023-10-17,1,support,51
A0919,Acme Tenant 0919,Pro,NA,69,1547.0,2023-12-03,1,low_usage,35
A0920,Acme Tenant 0920,Pro,NA,1,119.0,2023-05-17,0,none,-1
A0921,Acme Tenant 0921,Enterprise,NA,205,20459.0,2024-03-24,0,none,-1
A0922,Acme Tenant 0922,Enterprise,NA,104,9980.0,2024-05-05,0,none,-1
A0923,Acme Tenant 0923,Starter,NA,32,234.0,2023-01-06,1,competitor,107
A0924,Acme Tenant 0924,Starter,NA,51,390.0,2023-12-06,1,low_usage,22
A0925,Acme Tenant 0925,Pro,NA,20,476.0,2023-01-12,1,none,5
A0926,Acme Tenant 0926,Pro,APAC,54,1190.0,2023-11-24,1,support,53
A0927,Acme Tenant 0927,Enterprise,NA,24,1996.0,2023-01-02,1,competitor,25
A0928,Acme Tenant 0928,Pro,NA,73,1666.0,2023-06-23,0,none,-1
A0929,Acme Tenant 0929,Starter,EU,65,507.0,2023-02-09,1,price,105
A0930,Acme Tenant 0930,Starter,APAC,14,78.0,2023-09-28,1,support,43
A0931,Acme Tenant 0931,Pro,EU,43,952.0,2023-09-06,0,none,-1
A0932,Acme Tenant 0932,Starter,APAC,57,429.0,2023-08-11,1,low_usage,38
A0933,Acme Tenant 0933,Pro,APAC,3,119.0,2023-02-21,0,none,-1
A0934,Acme Tenant 0934,Pro,APAC,28,595.0,2023-04-16,1,low_usage,9
A0935,Acme Tenant 0935,Pro,NA,70,1666.0,2023-02-24,1,price,74
A0936,Acme Tenant 0936,Pro,NA,64,1428.0,2024-01-31,0,none,-1
A0937,Acme Tenant 0937,Starter,APAC,13,78.0,2023-05-31,1,support,55
A0938,Acme Tenant 0938,Starter,APAC,3,39.0,2023-08-04,0,none,-1
A0939,Acme Tenant 0939,Starter,NA,56,429.0,2023-12-22,1,none,119
A0940,Acme Tenant 0940,Pro,NA,17,357.0,2024-02-04,0,none,-1
A0941,Acme Tenant 0941,Pro,NA,33,714.0,2023-12-13,1,price,35
A0942,Acme Tenant 0942,Enterprise,APAC,165,16467.0,2024-01-04,0,none,-1
A0943,Acme Tenant 0943,Pro,APAC,69,1547.0,2023-12-09,0,none,-1
A0944,Acme Tenant 0944,Starter,EU,44,312.0,2024-04-27,1,competitor,77
A0945,Acme Tenant 0945,Enterprise,NA,6,499.0,2023-12-17,0,none,-1
A0946,Acme Tenant 0946,Starter,EU,8,39.0,2024-02-22,0,none,-1
A0947,Acme Tenant 0947,Pro,NA,12,238.0,2023-11-30,1,low_usage,69
A0948,Acme Tenant 0948,Enterprise,EU,143,13972.0,2023-05-02,0,none,-1
A0949,Acme Tenant 0949,Pro,NA,31,714.0,2024-03-18,1,competitor,112
A0950,Acme Tenant 0950,Starter,NA,68,507.0,2023-01-23,1,none,88
A0951,Acme Tenant 0951,Starter,NA,73,546.0,2023-10-14,1,competitor,73
A0952,Acme Tenant 0952,Pro,NA,45,1071.0,2023-09-07,1,low_usage,89
A0953,Acme Tenant 0953,Pro,EU,40,952.0,2023-11-22,0,none,-1
A0954,Acme Tenant 0954,Starter,NA,4,39.0,2023-09-02,1,support,69
A0955,Acme Tenant 0955,Enterprise,APAC,9,499.0,2024-04-15,1,price,33
A0956,Acme Tenant 0956,Starter,NA,50,390.0,2023-01-28,1,low_usage,59
A0957,Acme Tenant 0957,Pro,NA,9,119.0,2024-02-24,1,support,113
A0958,Acme Tenant 0958,Starter,EU,22,156.0,2024-04-08,1,low_usage,46
A0959,Acme Tenant 0959,Pro,NA,78,1785.0,2023-05-25,1,price,96
A0960,Acme Tenant 0960,Starter,EU,26,195.0,2023-09-04,1,competitor,36
A0961,Acme Tenant 0961,Starter,EU,8,39.0,2023-07-16,1,support,63
A0962,Acme Tenant 0962,Pro,EU,25,595.0,2023-08-01,1,competitor,107
A0963,Acme Tenant 0963,Pro,NA,35,833.0,2024-05-13,0,none,-1
A0964,Acme Tenant 0964,Pro,NA,40,952.0,2024-01-03,0,none,-1
A0965,Acme Tenant 0965,Starter,EU,70,546.0,2023-07-04,1,low_usage,15
A0966,Acme Tenant 0966,Pro,APAC,23,476.0,2023-01-31,0,none,-1
A0967,Acme Tenant 0967,Starter,EU,64,468.0,2024-03-09,0,none,-1
A0968,Acme Tenant 0968,Starter,NA,20,156.0,2023-05-20,1,price,28
A0969,Acme Tenant 0969,Pro,NA,75,1785.0,2024-05-14,1,none,21
A0970,Acme Tenant 0970,Starter,EU,9,39.0,2023-05-19,0,none,-1
A0971,Acme Tenant 0971,Pro,APAC,15,357.0,2023-05-27,0,none,-1
A0972,Acme Tenant 0972,Starter,NA,65,507.0,2024-04-26,1,low_usage,109
A0973,Acme Tenant 0973,Pro,EU,8,119.0,2023-10-31,1,none,23
A0974,Acme Tenant 0974,Starter,NA,78,585.0,2023-09-18,1,price,12
A0975,Acme Tenant 0975,Pro,NA,67,1547.0,2023-06-09,0,none,-1
A0976,Acme Tenant 0976,Pro,EU,33,714.0,2023-05-18,0,none,-1
